transport_type,route_id,origin_station,destination_station,weather_condition,event_type,season,day_of_week,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,traffic_congestion_index,holiday,peak_hour,event_attendance_est,log_event_attendance,has_event,year,month,day_of_month,weekday_num,is_weekend,quarter,departure_hour,departure_minute,arrival_hour,arrival_minute,departure_minutes,arrival_minutes,scheduled_trip_duration_min,departure_hour_sin,departure_hour_cos
Bus,Route_18,Station_15,Station_3,Storm,Unknown / Missing Event,Autumn,Thursday,15.8,54,22,18.5,93,0,0,2000,7.601402334583733,1,2023,1,12,3,0,1,1,1,1,31,61,91,30,0.2630312144579748,0.964787323828813
Bus,Route_4,Station_38,Station_31,Fog,Festival,Spring,Saturday,28.8,70,5,9.0,73,0,0,0,0.0,0,2023,1,14,5,1,1,2,2,2,50,122,170,48,0.5075383629607041,0.8616291604415258
Train,Route_13,Station_28,Station_18,Fog,Festival,Summer,Wednesday,27.7,59,0,14.8,94,0,0,0,0.0,0,2023,1,4,2,0,1,22,2,22,51,1322,1371,49,-0.4924235601034673,0.8703556959398996
Train,Route_1,Station_11,Station_24,Clear,Unknown / Missing Event,Spring,Monday,-3.0,97,43,1.6,42,1,1,2000,7.601402334583733,1,2023,1,9,0,0,1,18,34,18,54,1114,1134,20,-0.9890158633619168,0.14780941112961096
Metro,Route_5,Station_23,Station_19,Rain,Festival,Winter,Sunday,-3.1,94,36,8.2,59,0,1,500,6.2166061010848646,1,2023,1,15,6,1,1,17,4,17,36,1024,1056,32,-0.9702957262759965,-0.24192189559966779
Bus,Route_16,Station_38,Station_9,Clear,Unknown / Missing Event,Spring,Sunday,34.1,41,19,0.6,85,0,0,0,0.0,0,2023,1,1,6,1,1,6,47,7,20,407,440,33,0.9790454724845838,-0.20364175114017755
Train,Route_10,Station_23,Station_5,Snow,Unknown / Missing Event,Spring,Friday,18.3,84,53,1.1,95,0,0,0,0.0,0,2023,1,20,4,0,1,23,46,0,16,1426,16,30,-0.061048539534856866,0.9981347984218669
Metro,Route_5,Station_41,Station_28,Snow,Unknown / Missing Event,Summer,Wednesday,14.5,39,59,10.3,87,0,0,10000,9.210440366976517,1,2023,1,11,2,0,1,0,2,0,37,2,37,35,0.008726535498373935,0.9999619230641713
Tram,Route_8,Station_50,Station_29,Rain,Unknown / Missing Event,Autumn,Sunday,12.3,80,12,5.2,6,0,0,0,0.0,0,2023,1,15,6,1,1,5,30,6,0,330,360,30,0.9914448613738104,0.1305261922200517
Bus,Route_7,Station_23,Station_41,Storm,Unknown / Missing Event,Autumn,Wednesday,7.8,54,47,13.4,23,0,1,50000,10.819798284210286,1,2023,1,11,2,0,1,0,48,1,5,48,65,17,0.20791169081775931,0.9781476007338057
Metro,Route_9,Station_39,Station_23,Storm,Concert,Winter,Friday,28.3,72,40,3.8,76,0,0,50000,10.819798284210286,1,2023,1,20,4,0,1,10,30,11,4,630,664,34,0.3826834323650899,-0.9238795325112867
Tram,Route_2,Station_4,Station_39,Storm,Concert,Spring,Tuesday,15.1,47,21,19.3,45,0,0,0,0.0,0,2023,1,10,1,0,1,16,30,17,12,990,1032,42,-0.9238795325112868,-0.3826834323650895
Bus,Route_5,Station_47,Station_33,Clear,Unknown / Missing Event,Winter,Monday,23.8,60,54,19.0,45,0,0,500,6.2166061010848646,1,2023,1,9,0,0,1,16,1,16,20,961,980,19,-0.8681988144891424,-0.4962165036752081
Tram,Route_9,Station_47,Station_27,Rain,Unknown / Missing Event,Autumn,Friday,0.7,84,53,3.4,15,0,0,0,0.0,0,2023,1,6,4,0,1,1,19,1,42,79,102,23,0.33791671800332695,0.9411760152563706
Bus,Route_11,Station_12,Station_15,Fog,Unknown / Missing Event,Winter,Friday,16.3,80,14,2.0,89,0,1,0,0.0,0,2023,1,13,4,0,1,18,34,19,3,1114,1143,29,-0.9890158633619168,0.14780941112961096
Metro,Route_6,Station_13,Station_27,Fog,Protest,Autumn,Tuesday,-3.3,76,19,0.0,37,0,0,50000,10.819798284210286,1,2023,1,17,1,0,1,18,31,19,0,1111,1140,29,-0.9908658973868822,0.13485093027372327
Train,Route_7,Station_40,Station_28,Snow,Sports,Autumn,Tuesday,23.6,97,47,8.5,99,0,0,0,0.0,0,2023,1,10,1,0,1,4,46,5,28,286,328,42,0.9483236552061993,0.3173046564050921
Tram,Route_20,Station_32,Station_43,Storm,Unknown / Missing Event,Spring,Wednesday,5.2,71,4,19.4,82,0,1,0,0.0,0,2023,1,18,2,0,1,1,2,1,51,62,111,49,0.26723837607825685,0.963630453208623
Metro,Route_7,Station_29,Station_28,Rain,Sports,Summer,Friday,24.5,57,59,4.9,90,0,0,0,0.0,0,2023,1,6,4,0,1,2,46,3,26,166,206,40,0.6626200482157375,0.7489557207890021
Train,Route_9,Station_21,Station_24,Clear,Sports,Summer,Tuesday,33.1,78,21,3.6,99,0,0,500,6.2166061010848646,1,2023,1,10,1,0,1,18,2,18,24,1082,1104,22,-0.9999619230641713,0.008726535498374096
Bus,Route_14,Station_28,Station_6,Rain,Unknown / Missing Event,Autumn,Thursday,26.1,30,9,9.5,62,0,1,0,0.0,0,2023,1,12,3,0,1,11,31,12,22,691,742,51,0.12619896913583,-0.992004949679715
Bus,Route_16,Station_25,Station_28,Snow,Festival,Winter,Friday,23.2,42,19,19.4,97,0,1,0,0.0,0,2023,1,6,4,0,1,21,34,22,28,1294,1348,54,-0.594822786751341,0.8038568606172175
Train,Route_7,Station_14,Station_18,Clear,Unknown / Missing Event,Summer,Saturday,12.7,99,53,14.1,31,0,1,0,0.0,0,2023,1,21,5,1,1,3,15,3,36,195,216,21,0.7518398074789773,0.659345815100069
Bus,Route_1,Station_37,Station_32,Fog,Festival,Autumn,Wednesday,3.3,67,28,4.9,24,0,0,0,0.0,0,2023,1,4,2,0,1,20,48,21,29,1248,1289,41,-0.7431448254773946,0.6691306063588578
Metro,Route_12,Station_21,Station_11,Rain,Unknown / Missing Event,Spring,Thursday,33.7,99,30,0.2,72,0,0,0,0.0,0,2023,1,5,3,0,1,15,48,16,42,948,1002,54,-0.8386705679454242,-0.544639035015027
Tram,Route_6,Station_9,Station_7,Snow,Festival,Winter,Monday,1.7,61,4,4.4,52,0,0,2000,7.601402334583733,1,2023,1,16,0,0,1,16,30,16,51,990,1011,21,-0.9238795325112868,-0.3826834323650895
Metro,Route_12,Station_23,Station_26,Snow,Unknown / Missing Event,Summer,Friday,23.7,46,48,10.8,65,0,0,0,0.0,0,2023,1,6,4,0,1,5,2,5,40,302,340,38,0.9681476403781077,0.2503800040544415
Metro,Route_6,Station_30,Station_9,Clear,Sports,Autumn,Friday,15.5,65,28,15.1,58,0,0,0,0.0,0,2023,1,13,4,0,1,6,30,6,52,390,412,22,0.9914448613738105,-0.13052619222005138
Bus,Route_13,Station_30,Station_28,Storm,Protest,Summer,Wednesday,-0.7,44,35,14.8,81,0,1,0,0.0,0,2023,1,18,2,0,1,6,16,6,51,376,411,35,0.9975640502598242,-0.06975647374412533
Tram,Route_10,Station_29,Station_8,Snow,Unknown / Missing Event,Summer,Sunday,12.3,60,39,0.0,80,0,0,0,0.0,0,2023,1,8,6,1,1,23,0,23,55,1380,1435,55,-0.2588190451025207,0.9659258262890683
Train,Route_16,Station_38,Station_28,Cloudy,Festival,Spring,Tuesday,-0.3,60,51,8.5,10,1,0,10000,9.210440366976517,1,2023,1,10,1,0,1,4,32,5,27,272,327,55,0.9271838545667874,0.37460659341591196
Tram,Route_8,Station_34,Station_28,Snow,Unknown / Missing Event,Winter,Saturday,1.8,76,22,5.6,81,0,0,0,0.0,0,2023,1,21,5,1,1,22,0,22,23,1320,1343,23,-0.5000000000000004,0.8660254037844384
Metro,Route_2,Station_9,Station_17,Storm,Unknown / Missing Event,Autumn,Thursday,27.9,81,4,0.6,82,0,0,2000,7.601402334583733,1,2023,1,19,3,0,1,6,15,6,59,375,419,44,0.9978589232386035,-0.06540312923014292
Tram,Route_12,Station_48,Station_2,Rain,Unknown / Missing Event,Autumn,Saturday,25.9,92,51,9.0,21,0,1,2000,7.601402334583733,1,2023,1,14,5,1,1,8,1,8,41,481,521,40,0.8638355052043957,-0.5037739770455262
Train,Route_14,Station_21,Station_49,Clear,Unknown / Missing Event,Autumn,Wednesday,14.1,95,27,1.9,71,0,0,0,0.0,0,2023,1,4,2,0,1,0,30,1,14,30,74,44,0.13052619222005157,0.9914448613738104
Metro,Route_14,Station_40,Station_18,Cloudy,Unknown / Missing Event,Summer,Sunday,2.3,65,16,16.1,79,0,1,0,0.0,0,2023,1,15,6,1,1,2,31,3,22,151,202,51,0.6122172800344493,0.7906895737438434
Bus,Route_18,Station_44,Station_2,Rain,Festival,Spring,Wednesday,11.2,86,40,5.5,52,0,1,0,0.0,0,2023,1,4,2,0,1,8,16,8,45,496,525,29,0.8290375725550417,-0.5591929034707467
Train,Route_2,Station_6,Station_36,Rain,Unknown / Missing Event,Spring,Wednesday,0.9,32,25,18.0,10,0,0,0,0.0,0,2023,1,11,2,0,1,7,3,7,39,423,459,36,0.9624552364536473,-0.2714404498650742
Bus,Route_19,Station_6,Station_32,Clear,Festival,Summer,Friday,16.0,87,37,14.3,11,0,1,50000,10.819798284210286,1,2023,1,13,4,0,1,22,31,22,51,1351,1371,20,-0.37864861735243305,0.9255405040175664
Tram,Route_2,Station_1,Station_36,Snow,Protest,Spring,Monday,20.3,74,1,3.9,47,0,1,0,0.0,0,2023,1,2,0,0,1,20,2,20,29,1202,1229,27,-0.8616291604415255,0.5075383629607045
Tram,Route_14,Station_16,Station_11,Cloudy,Unknown / Missing Event,Summer,Thursday,9.8,95,54,12.9,6,0,0,2000,7.601402334583733,1,2023,1,12,3,0,1,2,15,2,52,135,172,37,0.5555702330196022,0.8314696123025452
Bus,Route_17,Station_48,Station_24,Cloudy,Parade,Autumn,Wednesday,33.3,66,44,17.2,97,0,0,500,6.2166061010848646,1,2023,1,18,2,0,1,3,49,4,32,229,272,43,0.8410390129643924,0.540974471367994
Tram,Route_3,Station_20,Station_43,Storm,Sports,Spring,Sunday,1.8,38,10,17.2,88,0,0,0,0.0,0,2023,1,15,6,1,1,5,16,6,9,316,369,53,0.981627183447664,0.19080899537654492
Tram,Route_1,Station_15,Station_2,Clear,Concert,Autumn,Saturday,33.3,41,4,9.0,38,0,1,500,6.2166061010848646,1,2023,1,21,5,1,1,4,33,5,1,273,301,28,0.9288095528719242,0.3705574375098362
Metro,Route_18,Station_41,Station_2,Cloudy,Sports,Winter,Monday,26.6,54,23,9.7,71,0,1,50000,10.819798284210286,1,2023,1,2,0,0,1,1,49,2,36,109,156,47,0.4578739151169567,0.8890171414857364
Bus,Route_3,Station_46,Station_38,Rain,Unknown / Missing Event,Spring,Sunday,22.7,70,36,7.6,3,0,0,0,0.0,0,2023,1,15,6,1,1,15,0,15,37,900,937,37,-0.7071067811865475,-0.7071067811865477
Bus,Route_20,Station_13,Station_39,Cloudy,Unknown / Missing Event,Winter,Friday,3.4,80,11,18.5,63,0,0,0,0.0,0,2023,1,13,4,0,1,4,32,5,22,272,322,50,0.9271838545667874,0.37460659341591196
Bus,Route_4,Station_30,Station_9,Fog,Unknown / Missing Event,Autumn,Monday,27.9,89,36,1.8,42,0,1,0,0.0,0,2023,1,9,0,0,1,2,33,2,58,153,178,25,0.619093949309834,0.785316930880745
Metro,Route_8,Station_47,Station_46,Cloudy,Protest,Summer,Monday,13.0,41,0,14.1,87,1,0,0,0.0,0,2023,1,9,0,0,1,16,34,17,8,994,1028,34,-0.9304175679820246,-0.3665012267242972
Tram,Route_5,Station_22,Station_14,Rain,Sports,Winter,Friday,1.0,58,57,6.6,15,0,0,0,0.0,0,2023,1,13,4,0,1,3,32,4,25,212,265,53,0.7986355100472928,0.6018150231520484
Tram,Route_5,Station_13,Station_44,Fog,Unknown / Missing Event,Winter,Saturday,10.1,99,26,7.7,36,0,0,0,0.0,0,2023,1,14,5,1,1,0,16,0,38,16,38,22,0.0697564737441253,0.9975640502598242
Bus,Route_16,Station_28,Station_14,Storm,Festival,Spring,Monday,5.1,32,53,12.3,5,0,1,50000,10.819798284210286,1,2023,1,9,0,0,1,13,0,13,31,780,811,31,-0.25881904510252035,-0.9659258262890684
Metro,Route_13,Station_11,Station_17,Storm,Unknown / Missing Event,Spring,Saturday,28.8,67,50,2.4,76,0,0,2000,7.601402334583733,1,2023,1,14,5,1,1,7,34,8,27,454,507,53,0.9170600743851242,-0.398749068925246
Metro,Route_20,Station_42,Station_32,Clear,Unknown / Missing Event,Summer,Monday,11.9,72,48,9.9,38,0,0,0,0.0,0,2023,1,16,0,0,1,19,0,19,21,1140,1161,21,-0.9659258262890682,0.25881904510252113
Tram,Route_18,Station_43,Station_37,Fog,Concert,Summer,Wednesday,15.4,62,43,14.8,68,0,0,50000,10.819798284210286,1,2023,1,4,2,0,1,14,33,15,6,873,906,33,-0.6190939493098341,-0.7853169308807448
Bus,Route_10,Station_5,Station_2,Cloudy,Unknown / Missing Event,Summer,Thursday,32.2,84,50,3.1,29,0,0,0,0.0,0,2023,1,5,3,0,1,13,2,13,29,782,809,27,-0.2672383760782568,-0.9636304532086231
Tram,Route_1,Station_50,Station_36,Clear,Unknown / Missing Event,Winter,Wednesday,10.5,62,34,0.3,95,0,1,500,6.2166061010848646,1,2023,1,4,2,0,1,19,17,20,4,1157,1204,47,-0.9440890203927844,0.32969064526278663
Bus,Route_1,Station_46,Station_50,Clear,Festival,Spring,Monday,-2.5,65,24,7.8,85,0,0,0,0.0,0,2023,1,9,0,0,1,22,16,22,37,1336,1357,21,-0.438371146789077,0.8987940462991671
Tram,Route_15,Station_31,Station_6,Storm,Unknown / Missing Event,Winter,Sunday,5.1,52,46,13.0,81,0,1,500,6.2166061010848646,1,2023,1,1,6,1,1,5,2,5,55,302,355,53,0.9681476403781077,0.2503800040544415
Metro,Route_6,Station_49,Station_16,Cloudy,Unknown / Missing Event,Spring,Sunday,8.2,59,13,17.5,22,0,0,0,0.0,0,2023,1,15,6,1,1,21,30,22,5,1290,1325,35,-0.608761429008721,0.7933533402912349
Train,Route_13,Station_13,Station_40,Rain,Unknown / Missing Event,Spring,Saturday,22.3,57,16,3.7,4,1,0,0,0.0,0,2023,1,21,5,1,1,10,48,11,34,648,694,46,0.3090169943749475,-0.9510565162951535
Tram,Route_11,Station_20,Station_5,Storm,Concert,Spring,Thursday,10.6,72,59,8.2,54,0,0,0,0.0,0,2023,1,19,3,0,1,15,32,15,59,932,959,27,-0.7986355100472928,-0.6018150231520483
Metro,Route_13,Station_29,Station_28,Cloudy,Unknown / Missing Event,Autumn,Thursday,12.8,87,42,6.8,84,0,1,50000,10.819798284210286,1,2023,1,5,3,0,1,9,3,9,51,543,591,48,0.6977904598416802,-0.7163019434246543
Bus,Route_14,Station_50,Station_19,Fog,Sports,Summer,Tuesday,31.7,53,16,5.1,71,0,0,0,0.0,0,2023,1,10,1,0,1,5,17,6,3,317,363,46,0.9824503977255098,0.18652403600873457
Bus,Route_5,Station_35,Station_39,Snow,Unknown / Missing Event,Spring,Friday,23.2,52,40,8.9,67,0,0,0,0.0,0,2023,1,6,4,0,1,0,17,0,56,17,56,39,0.07410849019539924,0.9972501850994857
Metro,Route_18,Station_25,Station_21,Rain,Festival,Summer,Tuesday,32.1,76,6,12.0,13,0,0,50000,10.819798284210286,1,2023,1,3,1,0,1,15,2,15,52,902,952,50,-0.7132504491541817,-0.7009092642998508
Bus,Route_8,Station_22,Station_43,Storm,Unknown / Missing Event,Spring,Wednesday,13.0,95,4,3.9,17,0,0,0,0.0,0,2023,1,11,2,0,1,8,1,8,44,481,524,43,0.8638355052043957,-0.5037739770455262
Train,Route_5,Station_17,Station_12,Cloudy,Parade,Spring,Saturday,-3.7,61,51,14.2,40,1,1,0,0.0,0,2023,1,21,5,1,1,6,1,6,50,361,410,49,0.9999904807207345,-0.00436330928474646
Bus,Route_13,Station_9,Station_10,Storm,Sports,Winter,Sunday,12.4,99,9,5.1,43,0,0,500,6.2166061010848646,1,2023,1,1,6,1,1,20,30,20,58,1230,1258,28,-0.7933533402912352,0.6087614290087205
Train,Route_3,Station_49,Station_7,Snow,Unknown / Missing Event,Winter,Monday,19.0,83,16,4.0,32,0,0,0,0.0,0,2023,1,9,0,0,1,3,46,4,6,226,246,20,0.8338858220671681,0.5519369853120583
Bus,Route_16,Station_18,Station_11,Storm,Unknown / Missing Event,Summer,Monday,17.1,85,57,4.0,0,0,1,0,0.0,0,2023,1,2,0,0,1,2,49,3,12,169,192,23,0.672366807434668,0.7402181274868321
Metro,Route_18,Station_43,Station_14,Fog,Unknown / Missing Event,Winter,Sunday,-1.9,92,15,2.7,59,1,0,0,0.0,0,2023,1,15,6,1,1,15,16,15,38,916,938,22,-0.7547095802227717,-0.6560590289905077
Bus,Route_12,Station_4,Station_12,Cloudy,Unknown / Missing Event,Summer,Wednesday,17.0,63,40,8.6,31,0,1,0,0.0,0,2023,1,4,2,0,1,9,18,10,3,558,603,45,0.6494480483301838,-0.7604059656000309
Tram,Route_10,Station_29,Station_37,Clear,Unknown / Missing Event,Summer,Monday,16.2,37,18,10.7,74,0,0,0,0.0,0,2023,1,2,0,0,1,18,31,19,17,1111,1157,46,-0.9908658973868822,0.13485093027372327
Bus,Route_8,Station_47,Station_42,Clear,Unknown / Missing Event,Autumn,Wednesday,16.0,92,4,1.0,47,0,0,0,0.0,0,2023,1,11,2,0,1,16,18,16,41,978,1001,23,-0.9025852843498606,-0.43051109680829514
Bus,Route_2,Station_34,Station_4,Snow,Concert,Autumn,Tuesday,31.5,72,47,17.6,80,0,0,0,0.0,0,2023,1,3,1,0,1,8,18,9,1,498,541,43,0.8241261886220158,-0.5664062369248326
Metro,Route_11,Station_27,Station_42,Clear,Concert,Autumn,Tuesday,4.2,82,6,6.9,68,0,0,2000,7.601402334583733,1,2023,1,3,1,0,1,23,33,0,27,1413,27,54,-0.11753739745783766,0.9930684569549263
Bus,Route_15,Station_49,Station_13,Cloudy,Unknown / Missing Event,Summer,Wednesday,15.6,60,40,8.2,49,0,0,50000,10.819798284210286,1,2023,1,11,2,0,1,23,4,23,28,1384,1408,24,-0.24192189559966787,0.9702957262759965
Bus,Route_1,Station_7,Station_32,Clear,Parade,Autumn,Tuesday,32.3,54,44,18.8,95,0,0,0,0.0,0,2023,1,3,1,0,1,3,16,3,51,196,231,35,0.754709580222772,0.6560590289905073
Tram,Route_8,Station_14,Station_21,Fog,Unknown / Missing Event,Spring,Tuesday,33.0,41,59,5.1,47,0,1,0,0.0,0,2023,1,17,1,0,1,11,4,11,39,664,699,35,0.24192189559966773,-0.9702957262759965
Tram,Route_11,Station_50,Station_19,Snow,Festival,Spring,Tuesday,17.2,36,32,3.9,21,0,0,50000,10.819798284210286,1,2023,1,3,1,0,1,20,48,21,16,1248,1276,28,-0.7431448254773946,0.6691306063588578
Tram,Route_1,Station_37,Station_14,Clear,Concert,Summer,Wednesday,-1.0,50,24,4.3,27,0,1,0,0.0,0,2023,1,11,2,0,1,3,34,4,13,214,253,39,0.8038568606172173,0.5948227867513414
Metro,Route_17,Station_8,Station_46,Cloudy,Sports,Winter,Tuesday,1.3,88,16,17.1,80,0,0,0,0.0,0,2023,1,17,1,0,1,21,3,21,46,1263,1306,43,-0.6977904598416802,0.7163019434246541
Train,Route_12,Station_3,Station_25,Fog,Unknown / Missing Event,Autumn,Saturday,13.3,75,39,9.2,42,0,1,0,0.0,0,2023,1,14,5,1,1,4,33,5,15,273,315,42,0.9288095528719242,0.3705574375098362
Bus,Route_11,Station_46,Station_39,Storm,Unknown / Missing Event,Winter,Saturday,17.2,98,35,4.6,96,0,0,0,0.0,0,2023,1,21,5,1,1,23,46,0,11,1426,11,25,-0.061048539534856866,0.9981347984218669
Train,Route_11,Station_38,Station_6,Fog,Unknown / Missing Event,Winter,Monday,12.5,82,31,15.0,44,0,0,500,6.2166061010848646,1,2023,1,2,0,0,1,19,46,20,39,1186,1239,53,-0.8949343616020253,0.44619781310980833
Train,Route_8,Station_47,Station_45,Fog,Unknown / Missing Event,Autumn,Wednesday,6.6,71,27,7.7,76,0,0,0,0.0,0,2023,1,11,2,0,1,19,1,19,38,1141,1178,37,-0.9647873238288129,0.2630312144579749
Bus,Route_1,Station_10,Station_39,Rain,Concert,Winter,Wednesday,0.1,90,8,2.7,94,1,0,0,0.0,0,2023,1,11,2,0,1,15,48,16,41,948,1001,53,-0.8386705679454242,-0.544639035015027
Metro,Route_9,Station_43,Station_46,Rain,Unknown / Missing Event,Summer,Wednesday,20.0,70,58,5.4,75,0,0,0,0.0,0,2023,1,18,2,0,1,2,49,3,8,169,188,19,0.672366807434668,0.7402181274868321
Train,Route_5,Station_27,Station_23,Storm,Sports,Spring,Friday,13.2,77,33,15.7,71,0,0,0,0.0,0,2023,1,20,4,0,1,21,34,22,23,1294,1343,49,-0.594822786751341,0.8038568606172175
Train,Route_18,Station_6,Station_15,Storm,Unknown / Missing Event,Autumn,Friday,12.4,71,15,5.0,37,1,0,0,0.0,0,2023,1,13,4,0,1,20,18,21,0,1218,1260,42,-0.8241261886220158,0.5664062369248325
Bus,Route_8,Station_41,Station_17,Cloudy,Unknown / Missing Event,Spring,Sunday,16.8,95,36,8.3,10,1,0,0,0.0,0,2023,1,15,6,1,1,0,18,1,9,18,69,51,0.07845909572784494,0.996917333733128
Metro,Route_14,Station_14,Station_29,Clear,Unknown / Missing Event,Summer,Monday,19.1,53,54,16.9,1,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,16,2,16,32,962,992,30,-0.8703556959398996,-0.4924235601034672
Bus,Route_20,Station_30,Station_31,Storm,Parade,Winter,Thursday,21.6,43,47,14.7,34,0,0,0,0.0,0,2023,1,12,3,0,1,8,4,8,35,484,515,31,0.8571673007021123,-0.5150380749100543
Bus,Route_16,Station_23,Station_23,Rain,Unknown / Missing Event,Autumn,Friday,-3.4,83,48,10.5,93,1,1,2000,7.601402334583733,1,2023,1,13,4,0,1,17,0,17,49,1020,1069,49,-0.9659258262890683,-0.25881904510252063
Train,Route_2,Station_18,Station_49,Storm,Unknown / Missing Event,Summer,Saturday,-0.1,82,8,4.7,57,0,1,0,0.0,0,2023,1,14,5,1,1,22,1,22,31,1321,1351,30,-0.49621650367520886,0.8681988144891419
Bus,Route_15,Station_38,Station_23,Fog,Unknown / Missing Event,Autumn,Monday,28.9,46,15,2.7,43,0,0,0,0.0,0,2023,1,16,0,0,1,12,34,12,55,754,775,21,-0.1478094111296106,-0.9890158633619168
Bus,Route_8,Station_37,Station_44,Clear,Unknown / Missing Event,Autumn,Wednesday,13.2,55,24,19.8,43,0,1,50000,10.819798284210286,1,2023,1,18,2,0,1,22,0,22,35,1320,1355,35,-0.5000000000000004,0.8660254037844384
Train,Route_12,Station_22,Station_14,Cloudy,Concert,Summer,Thursday,16.0,59,3,16.0,72,0,0,0,0.0,0,2023,1,5,3,0,1,0,46,1,13,46,73,27,0.19936793441719716,0.9799247046208296
Bus,Route_2,Station_18,Station_35,Storm,Unknown / Missing Event,Spring,Tuesday,9.4,69,47,9.1,63,0,0,0,0.0,0,2023,1,10,1,0,1,6,30,7,3,390,423,33,0.9914448613738105,-0.13052619222005138
Train,Route_19,Station_34,Station_24,Rain,Unknown / Missing Event,Spring,Thursday,5.8,39,45,7.5,24,0,1,0,0.0,0,2023,1,19,3,0,1,8,30,9,5,510,545,35,0.7933533402912352,-0.6087614290087207
Tram,Route_2,Station_35,Station_32,Clear,Unknown / Missing Event,Autumn,Saturday,22.9,41,11,3.2,8,0,0,0,0.0,0,2023,1,21,5,1,1,7,17,7,47,437,467,30,0.9440890203927843,-0.3296906452627872
Train,Route_7,Station_45,Station_8,Fog,Unknown / Missing Event,Summer,Thursday,2.8,39,8,9.5,21,0,0,0,0.0,0,2023,1,5,3,0,1,14,15,14,51,855,891,36,-0.5555702330196023,-0.8314696123025452
Train,Route_1,Station_36,Station_5,Clear,Protest,Summer,Saturday,28.1,32,35,17.0,87,0,0,0,0.0,0,2023,1,14,5,1,1,10,33,11,6,633,666,33,0.3705574375098363,-0.9288095528719242
Metro,Route_17,Station_45,Station_45,Snow,Unknown / Missing Event,Spring,Wednesday,8.4,71,58,3.8,56,0,0,2000,7.601402334583733,1,2023,1,4,2,0,1,5,15,5,37,315,337,22,0.9807852804032304,0.19509032201612833
Train,Route_14,Station_20,Station_15,Snow,Unknown / Missing Event,Winter,Friday,4.0,56,22,1.0,14,0,0,2000,7.601402334583733,1,2023,1,13,4,0,1,18,19,18,47,1099,1127,28,-0.9965655024977614,0.08280820751220433
Train,Route_7,Station_20,Station_42,Rain,Unknown / Missing Event,Winter,Sunday,13.4,52,24,16.6,77,1,0,10000,9.210440366976517,1,2023,1,15,6,1,1,7,18,8,12,438,492,54,0.9426414910921783,-0.333806859233771
Tram,Route_10,Station_28,Station_33,Clear,Unknown / Missing Event,Spring,Sunday,3.3,47,10,0.6,41,0,0,500,6.2166061010848646,1,2023,1,8,6,1,1,9,3,9,34,543,574,31,0.6977904598416802,-0.7163019434246543
Bus,Route_15,Station_25,Station_42,Clear,Festival,Spring,Sunday,-2.7,92,15,8.9,38,0,0,0,0.0,0,2023,1,15,6,1,1,0,1,0,46,1,46,45,0.004363309284746571,0.9999904807207345
Tram,Route_5,Station_14,Station_20,Snow,Festival,Spring,Wednesday,4.9,54,36,13.5,61,0,0,0,0.0,0,2023,1,18,2,0,1,10,17,10,57,617,657,40,0.4344452574044172,-0.9006982393225879
Train,Route_16,Station_40,Station_40,Snow,Festival,Spring,Monday,10.4,46,33,14.8,4,0,1,0,0.0,0,2023,1,9,0,0,1,15,0,15,58,900,958,58,-0.7071067811865475,-0.7071067811865477
Metro,Route_6,Station_20,Station_41,Fog,Unknown / Missing Event,Summer,Saturday,34.3,80,24,13.7,68,0,0,0,0.0,0,2023,1,14,5,1,1,19,46,20,32,1186,1232,46,-0.8949343616020253,0.44619781310980833
Train,Route_20,Station_48,Station_9,Storm,Concert,Summer,Wednesday,9.8,98,31,11.2,71,0,1,0,0.0,0,2023,1,4,2,0,1,9,47,10,39,587,639,52,0.5482932295199138,-0.8362861558477596
Tram,Route_15,Station_3,Station_8,Cloudy,Unknown / Missing Event,Summer,Thursday,25.2,30,35,0.5,81,0,1,0,0.0,0,2023,1,12,3,0,1,0,48,1,5,48,65,17,0.20791169081775931,0.9781476007338057
Tram,Route_12,Station_49,Station_36,Clear,Unknown / Missing Event,Winter,Wednesday,16.6,60,52,0.8,39,0,1,2000,7.601402334583733,1,2023,1,18,2,0,1,23,3,23,40,1383,1420,37,-0.24615329302899291,0.9692309097067544
Metro,Route_17,Station_43,Station_29,Cloudy,Unknown / Missing Event,Winter,Saturday,34.2,33,43,10.5,47,0,0,2000,7.601402334583733,1,2023,1,7,5,1,1,15,18,15,35,918,935,17,-0.7604059656000306,-0.6494480483301841
Train,Route_19,Station_27,Station_33,Fog,Festival,Winter,Monday,11.6,89,19,14.5,55,0,0,0,0.0,0,2023,1,16,0,0,1,21,49,22,33,1309,1353,44,-0.5409744713679948,0.8410390129643919
Tram,Route_2,Station_15,Station_49,Cloudy,Unknown / Missing Event,Autumn,Wednesday,18.7,35,29,11.6,42,0,1,0,0.0,0,2023,1,4,2,0,1,0,3,0,48,3,48,45,0.01308959557134444,0.999914327574007
Tram,Route_16,Station_30,Station_37,Rain,Unknown / Missing Event,Winter,Tuesday,7.6,80,3,20.0,47,0,0,0,0.0,0,2023,1,17,1,0,1,7,45,8,7,465,487,22,0.8968727415326884,-0.44228869021900113
Tram,Route_1,Station_31,Station_45,Clear,Unknown / Missing Event,Summer,Monday,17.8,40,44,18.2,7,0,0,2000,7.601402334583733,1,2023,1,16,0,0,1,11,2,11,39,662,699,37,0.25038000405444133,-0.9681476403781077
